date,variable,value
2005-01-31 22:00:00,area_1,21.495
2005-01-31 23:00:00,area_1,19.954
2005-02-01 00:00:00,area_1,22.021
2005-02-01 01:00:00,area_1,22.512
2005-02-01 02:00:00,area_1,23.57
2005-02-01 03:00:00,area_1,23.911
2005-02-01 04:00:00,area_1,24.792
2005-02-01 05:00:00,area_1,26.865
2005-02-01 06:00:00,area_1,29.62
2005-02-01 07:00:00,area_1,29.892
2005-02-01 08:00:00,area_1,27.414
2005-02-01 09:00:00,area_1,24.993
2005-02-01 10:00:00,area_1,23.148
2005-02-01 11:00:00,area_1,20.922
2005-02-01 12:00:00,area_1,18.79
2005-02-01 13:00:00,area_1,16.691
2005-02-01 14:00:00,area_1,15.784
2005-02-01 15:00:00,area_1,15.589
2005-02-01 16:00:00,area_1,16.976
2005-02-01 17:00:00,area_1,20.2
2005-02-01 18:00:00,area_1,23.631
2005-02-01 19:00:00,area_1,25.108
2005-02-01 20:00:00,area_1,25.61
2005-02-01 21:00:00,area_1,25.516
2005-02-01 22:00:00,area_1,24.535
2005-02-01 23:00:00,area_1,23.399
2005-02-02 00:00:00,area_1,23.353
2005-02-02 01:00:00,area_1,24.049
2005-02-02 02:00:00,area_1,24.715
2005-02-02 03:00:00,area_1,25.809
2005-02-02 04:00:00,area_1,27.235
2005-02-02 05:00:00,area_1,30.291
2005-02-02 06:00:00,area_1,33.476
2005-02-02 07:00:00,area_1,34.067
2005-02-02 08:00:00,area_1,30.538
2005-02-02 09:00:00,area_1,25.683
2005-02-02 10:00:00,area_1,22.851
2005-02-02 11:00:00,area_1,20.272
2005-02-02 12:00:00,area_1,18.147
2005-02-02 13:00:00,area_1,17.011
2005-02-02 14:00:00,area_1,16.616
2005-02-02 15:00:00,area_1,17.712
2005-02-02 16:00:00,area_1,19.499
2005-02-02 17:00:00,area_1,22.008
2005-02-02 18:00:00,area_1,24.178
2005-02-02 19:00:00,area_1,24.539
2005-02-02 20:00:00,area_1,23.603
2005-02-02 21:00:00,area_1,22.799
2005-02-02 22:00:00,area_1,21.166
2005-02-02 23:00:00,area_1,19.705
2005-02-03 00:00:00,area_1,18.944
2005-02-03 01:00:00,area_1,18.816
2005-02-03 02:00:00,area_1,19.049
2005-02-03 03:00:00,area_1,19.404
2005-02-03 04:00:00,area_1,20.374
2005-02-03 05:00:00,area_1,22.686
2005-02-03 06:00:00,area_1,24.883
2005-02-03 07:00:00,area_1,26.24
2005-02-03 08:00:00,area_1,26.616
2005-02-03 09:00:00,area_1,26.646
2005-02-03 10:00:00,area_1,26.269
2005-02-03 11:00:00,area_1,25.432
2005-02-03 12:00:00,area_1,25.01
2005-02-03 13:00:00,area_1,23.636
2005-02-03 14:00:00,area_1,22.673
2005-02-03 15:00:00,area_1,22.158
2005-02-03 16:00:00,area_1,22.62
2005-02-03 17:00:00,area_1,24.051
2005-02-03 18:00:00,area_1,25.984
2005-02-03 19:00:00,area_1,26.438
2005-02-03 20:00:00,area_1,26.294
2005-02-03 21:00:00,area_1,24.953
2005-02-03 22:00:00,area_1,23.077
2005-02-03 23:00:00,area_1,21.608
2005-02-04 00:00:00,area_1,20.68
2005-02-04 01:00:00,area_1,20.533
2005-02-04 02:00:00,area_1,20.558
2005-02-04 03:00:00,area_1,20.906
2005-02-04 04:00:00,area_1,21.981
2005-02-04 05:00:00,area_1,23.993
2005-02-04 06:00:00,area_1,26.729
2005-02-04 07:00:00,area_1,27.084
2005-02-04 08:00:00,area_1,25.364
2005-02-04 09:00:00,area_1,22.525
2005-02-04 10:00:00,area_1,20.612
2005-02-04 11:00:00,area_1,18.583
2005-02-04 12:00:00,area_1,16.906
2005-02-04 13:00:00,area_1,15.898
2005-02-04 14:00:00,area_1,15.095
2005-02-04 15:00:00,area_1,15.161
2005-02-04 16:00:00,area_1,15.912
2005-02-04 17:00:00,area_1,17.629
2005-02-04 18:00:00,area_1,20.101
2005-02-04 19:00:00,area_1,20.738
2005-02-04 20:00:00,area_1,21.455
2005-02-04 21:00:00,area_1,21.294
2005-02-04 22:00:00,area_1,20.205
2005-02-04 23:00:00,area_1,19.283
2005-02-05 00:00:00,area_1,18.784
2005-02-05 01:00:00,area_1,18.906
2005-02-05 02:00:00,area_1,19.229
2005-02-05 03:00:00,area_1,19.889
2005-02-05 04:00:00,area_1,20.336
2005-02-05 05:00:00,area_1,21.768
2005-02-05 06:00:00,area_1,23.562
2005-02-05 07:00:00,area_1,25.412
2005-02-05 08:00:00,area_1,25.002
2005-02-05 09:00:00,area_1,22.148
2005-02-05 10:00:00,area_1,19.679
2005-02-05 11:00:00,area_1,17.79
2005-02-05 12:00:00,area_1,16.089
2005-02-05 13:00:00,area_1,14.525
2005-02-05 14:00:00,area_1,13.714
2005-02-05 15:00:00,area_1,13.435
2005-02-05 16:00:00,area_1,14.182
2005-02-05 17:00:00,area_1,15.496
2005-02-05 18:00:00,area_1,17.777
2005-02-05 19:00:00,area_1,18.009
2005-02-05 20:00:00,area_1,18.171
2005-02-05 21:00:00,area_1,18.449
2005-02-05 22:00:00,area_1,18.387
2005-02-05 23:00:00,area_1,18.152
2005-02-06 00:00:00,area_1,17.711
2005-02-06 01:00:00,area_1,18.189
2005-02-06 02:00:00,area_1,19.081
2005-02-06 03:00:00,area_1,19.895
2005-02-06 04:00:00,area_1,20.909
2005-02-06 05:00:00,area_1,22.434
2005-02-06 06:00:00,area_1,24.367
2005-02-06 07:00:00,area_1,27.147
2005-02-06 08:00:00,area_1,27.484
2005-02-06 09:00:00,area_1,23.736
2005-02-06 10:00:00,area_1,19.931
2005-02-06 11:00:00,area_1,17.516
2005-02-06 12:00:00,area_1,16.163
2005-02-06 13:00:00,area_1,15.328
2005-02-06 14:00:00,area_1,14.355
2005-02-06 15:00:00,area_1,13.943
2005-02-06 16:00:00,area_1,14.555
2005-02-06 17:00:00,area_1,16.165
2005-02-06 18:00:00,area_1,17.815
2005-02-06 19:00:00,area_1,17.695
2005-02-06 20:00:00,area_1,17.877
2005-02-06 21:00:00,area_1,17.462
2005-02-06 22:00:00,area_1,17.029
2005-02-06 23:00:00,area_1,16.187
2005-02-07 00:00:00,area_1,15.407
2005-02-07 01:00:00,area_1,15.595
2005-02-07 02:00:00,area_1,15.994
2005-02-07 03:00:00,area_1,16.658
2005-02-07 04:00:00,area_1,18.31
2005-02-07 05:00:00,area_1,20.969
2005-02-07 06:00:00,area_1,25.397
2005-02-07 07:00:00,area_1,26.908
2005-02-07 08:00:00,area_1,23.324
2005-02-07 09:00:00,area_1,20.526
2005-02-07 10:00:00,area_1,17.92
2005-02-07 11:00:00,area_1,15.989
2005-02-07 12:00:00,area_1,14.467
2005-02-07 13:00:00,area_1,13.817
2005-02-07 14:00:00,area_1,13.081
2005-02-07 15:00:00,area_1,13.37
2005-02-07 16:00:00,area_1,13.723
2005-02-07 17:00:00,area_1,15.735
2005-02-07 18:00:00,area_1,18.083
2005-02-07 19:00:00,area_1,18.648
2005-02-07 20:00:00,area_1,18.596
2005-02-07 21:00:00,area_1,17.885
2005-02-07 22:00:00,area_1,16.249
2005-02-07 23:00:00,area_1,14.913
2005-02-08 00:00:00,area_1,14.16
2005-02-08 01:00:00,area_1,14.235
2005-02-08 02:00:00,area_1,14.492
2005-02-08 03:00:00,area_1,14.708
2005-02-08 04:00:00,area_1,15.424
2005-02-08 05:00:00,area_1,17.84
2005-02-08 06:00:00,area_1,21.154
2005-02-08 07:00:00,area_1,21.658
2005-02-08 08:00:00,area_1,19.436
2005-02-08 09:00:00,area_1,17.277
2005-02-08 10:00:00,area_1,15.373
2005-02-08 11:00:00,area_1,14.117
2005-02-08 12:00:00,area_1,13.215
2005-02-08 13:00:00,area_1,12.68
2005-02-08 14:00:00,area_1,12.325
2005-02-08 15:00:00,area_1,12.728
2005-02-08 16:00:00,area_1,13.417
2005-02-08 17:00:00,area_1,14.852
2005-02-08 18:00:00,area_1,17.013
2005-02-08 19:00:00,area_1,17.565
2005-02-08 20:00:00,area_1,17.066
2005-02-08 21:00:00,area_1,16.105
2005-02-08 22:00:00,area_1,14.662
2005-02-08 23:00:00,area_1,12.639
2005-02-09 00:00:00,area_1,11.778
2005-02-09 01:00:00,area_1,11.601
2005-02-09 02:00:00,area_1,11.893
2005-02-09 03:00:00,area_1,12.128
2005-02-09 04:00:00,area_1,12.936
2005-02-09 05:00:00,area_1,15.152
2005-02-09 06:00:00,area_1,18.507
2005-02-09 07:00:00,area_1,19.432
2005-02-09 08:00:00,area_1,18.034
2005-02-09 09:00:00,area_1,17.07
2005-02-09 10:00:00,area_1,16.715
2005-02-09 11:00:00,area_1,15.824
2005-02-09 12:00:00,area_1,14.828
2005-02-09 13:00:00,area_1,14.313
2005-02-09 14:00:00,area_1,13.641
2005-02-09 15:00:00,area_1,13.752
2005-02-09 16:00:00,area_1,14.817
2005-02-09 17:00:00,area_1,16.978
2005-02-09 18:00:00,area_1,18.627
2005-02-09 19:00:00,area_1,19.048
2005-02-09 20:00:00,area_1,18.648
2005-02-09 21:00:00,area_1,17.526
2005-02-09 22:00:00,area_1,15.782
2005-02-09 23:00:00,area_1,14.241
2005-02-10 00:00:00,area_1,13.136
2005-02-10 01:00:00,area_1,12.816
2005-02-10 02:00:00,area_1,13.0
2005-02-10 03:00:00,area_1,13.58
2005-02-10 04:00:00,area_1,14.576
2005-02-10 05:00:00,area_1,17.166
2005-02-10 06:00:00,area_1,21.016
2005-02-10 07:00:00,area_1,22.291
2005-02-10 08:00:00,area_1,20.335
2005-02-10 09:00:00,area_1,18.987
2005-02-10 10:00:00,area_1,18.292
2005-02-10 11:00:00,area_1,17.787
2005-02-10 12:00:00,area_1,17.464
2005-02-10 13:00:00,area_1,17.885
2005-02-10 14:00:00,area_1,17.743
2005-02-10 15:00:00,area_1,18.179
2005-02-10 16:00:00,area_1,20.104
2005-02-10 17:00:00,area_1,23.685
2005-02-10 18:00:00,area_1,26.504
2005-02-10 19:00:00,area_1,27.194
2005-02-10 20:00:00,area_1,27.637
2005-02-10 21:00:00,area_1,26.883
2005-02-10 22:00:00,area_1,25.614
2005-02-10 23:00:00,area_1,24.311
2005-02-11 00:00:00,area_1,23.896
2005-02-11 01:00:00,area_1,23.645
2005-02-11 02:00:00,area_1,24.683
2005-02-11 03:00:00,area_1,25.305
2005-02-11 04:00:00,area_1,26.36
2005-02-11 05:00:00,area_1,28.579
2005-02-11 06:00:00,area_1,32.049
2005-02-11 07:00:00,area_1,32.677
2005-02-11 08:00:00,area_1,29.143
2005-02-11 09:00:00,area_1,27.228
2005-02-11 10:00:00,area_1,25.543
2005-02-11 11:00:00,area_1,23.447
2005-02-11 12:00:00,area_1,22.497
2005-02-11 13:00:00,area_1,21.513
2005-02-11 14:00:00,area_1,20.119
2005-02-11 15:00:00,area_1,19.376
2005-02-11 16:00:00,area_1,20.263
2005-02-11 17:00:00,area_1,22.772
2005-02-11 18:00:00,area_1,26.051
2005-02-11 19:00:00,area_1,26.735
2005-02-11 20:00:00,area_1,26.768
2005-02-11 21:00:00,area_1,26.049
2005-02-11 22:00:00,area_1,24.326
2005-02-11 23:00:00,area_1,22.802
2005-02-12 00:00:00,area_1,21.96
2005-02-12 01:00:00,area_1,21.48
2005-02-12 02:00:00,area_1,21.123
2005-02-12 03:00:00,area_1,21.028
2005-02-12 04:00:00,area_1,21.139
2005-02-12 05:00:00,area_1,21.814
2005-02-12 06:00:00,area_1,23.069
2005-02-12 07:00:00,area_1,24.639
2005-02-12 08:00:00,area_1,24.316
2005-02-12 09:00:00,area_1,22.252
2005-02-12 10:00:00,area_1,20.041
2005-02-12 11:00:00,area_1,18.409
2005-02-12 12:00:00,area_1,16.748
2005-02-12 13:00:00,area_1,15.391
2005-02-12 14:00:00,area_1,14.406
2005-02-12 15:00:00,area_1,14.368
2005-02-12 16:00:00,area_1,14.827
2005-02-12 17:00:00,area_1,15.989
2005-02-12 18:00:00,area_1,17.874
2005-02-12 19:00:00,area_1,18.453
2005-02-12 20:00:00,area_1,18.457
2005-02-12 21:00:00,area_1,18.034
2005-02-12 22:00:00,area_1,17.754
2005-02-12 23:00:00,area_1,17.266
2005-02-13 00:00:00,area_1,16.725
2005-02-13 01:00:00,area_1,16.536
2005-02-13 02:00:00,area_1,17.104
2005-02-13 03:00:00,area_1,17.498
2005-02-13 04:00:00,area_1,18.144
2005-02-13 05:00:00,area_1,19.128
2005-02-13 06:00:00,area_1,20.653
2005-02-13 07:00:00,area_1,23.302
2005-02-13 08:00:00,area_1,24.549
2005-02-13 09:00:00,area_1,21.835
2005-02-13 10:00:00,area_1,19.088
2005-02-13 11:00:00,area_1,17.509
2005-02-13 12:00:00,area_1,17.068
2005-02-13 13:00:00,area_1,16.202
2005-02-13 14:00:00,area_1,15.775
2005-02-13 15:00:00,area_1,15.018
2005-02-13 16:00:00,area_1,15.529
2005-02-13 17:00:00,area_1,16.964
2005-02-13 18:00:00,area_1,18.744
2005-02-13 19:00:00,area_1,19.114
2005-02-13 20:00:00,area_1,18.737
2005-02-13 21:00:00,area_1,17.786
2005-02-13 22:00:00,area_1,16.893
2005-02-13 23:00:00,area_1,15.436
2005-02-14 00:00:00,area_1,14.655
2005-02-14 01:00:00,area_1,14.779
2005-02-14 02:00:00,area_1,14.992
2005-02-14 03:00:00,area_1,15.031
2005-02-14 04:00:00,area_1,15.8
2005-02-14 05:00:00,area_1,17.803
2005-02-14 06:00:00,area_1,20.899
2005-02-14 07:00:00,area_1,22.427
2005-02-14 08:00:00,area_1,21.418
2005-02-14 09:00:00,area_1,20.858
2005-02-14 10:00:00,area_1,20.562
2005-02-14 11:00:00,area_1,19.925
2005-02-14 12:00:00,area_1,19.309
2005-02-14 13:00:00,area_1,19.064
2005-02-14 14:00:00,area_1,18.61
2005-02-14 15:00:00,area_1,18.92
2005-02-14 16:00:00,area_1,20.205
2005-02-14 17:00:00,area_1,21.125
2005-02-14 18:00:00,area_1,22.344
2005-02-14 19:00:00,area_1,22.545
2005-02-14 20:00:00,area_1,22.106
2005-02-14 21:00:00,area_1,21.246
2005-02-14 22:00:00,area_1,19.318
2005-02-14 23:00:00,area_1,17.89
2005-02-15 00:00:00,area_1,17.184
2005-02-15 01:00:00,area_1,16.974
2005-02-15 02:00:00,area_1,17.035
2005-02-15 03:00:00,area_1,17.018
2005-02-15 04:00:00,area_1,17.194
2005-02-15 05:00:00,area_1,19.296
2005-02-15 06:00:00,area_1,22.45
2005-02-15 07:00:00,area_1,23.08
2005-02-15 08:00:00,area_1,20.651
2005-02-15 09:00:00,area_1,18.585
2005-02-15 10:00:00,area_1,16.696
2005-02-15 11:00:00,area_1,14.95
2005-02-15 12:00:00,area_1,13.764
2005-02-15 13:00:00,area_1,13.161
2005-02-15 14:00:00,area_1,12.659
2005-02-15 15:00:00,area_1,12.905
2005-02-15 16:00:00,area_1,13.719
2005-02-15 17:00:00,area_1,15.254
2005-02-15 18:00:00,area_1,17.437
2005-02-15 19:00:00,area_1,18.6
2005-02-15 20:00:00,area_1,18.106
2005-02-15 21:00:00,area_1,17.011
2005-02-15 22:00:00,area_1,15.413
2005-02-15 23:00:00,area_1,14.19
2005-02-16 00:00:00,area_1,13.525
2005-02-16 01:00:00,area_1,13.463
2005-02-16 02:00:00,area_1,13.86
2005-02-16 03:00:00,area_1,14.028
2005-02-16 04:00:00,area_1,14.776
2005-02-16 05:00:00,area_1,17.171
2005-02-16 06:00:00,area_1,20.595
2005-02-16 07:00:00,area_1,21.142
2005-02-16 08:00:00,area_1,18.264
2005-02-16 09:00:00,area_1,16.436
2005-02-16 10:00:00,area_1,16.139
2005-02-16 11:00:00,area_1,15.039
2005-02-16 12:00:00,area_1,14.797
2005-02-16 13:00:00,area_1,15.013
2005-02-16 14:00:00,area_1,14.481
2005-02-16 15:00:00,area_1,14.128
2005-02-16 16:00:00,area_1,14.836
2005-02-16 17:00:00,area_1,16.966
2005-02-16 18:00:00,area_1,20.132
2005-02-16 19:00:00,area_1,21.38
2005-02-16 20:00:00,area_1,21.109
2005-02-16 21:00:00,area_1,20.08
2005-02-16 22:00:00,area_1,18.852
2005-02-16 23:00:00,area_1,17.453
2005-02-17 00:00:00,area_1,16.498
2005-02-17 01:00:00,area_1,16.422
2005-02-17 02:00:00,area_1,16.914
2005-02-17 03:00:00,area_1,17.457
2005-02-17 04:00:00,area_1,18.676
2005-02-17 05:00:00,area_1,21.498
2005-02-17 06:00:00,area_1,25.118
2005-02-17 07:00:00,area_1,25.768
2005-02-17 08:00:00,area_1,23.78
2005-02-17 09:00:00,area_1,21.493
2005-02-17 10:00:00,area_1,20.012
2005-02-17 11:00:00,area_1,18.339
2005-02-17 12:00:00,area_1,17.671
2005-02-17 13:00:00,area_1,16.869
2005-02-17 14:00:00,area_1,16.168
2005-02-17 15:00:00,area_1,16.088
2005-02-17 16:00:00,area_1,17.088
2005-02-17 17:00:00,area_1,19.852
2005-02-17 18:00:00,area_1,23.662
2005-02-17 19:00:00,area_1,24.898
2005-02-17 20:00:00,area_1,24.993
2005-02-17 21:00:00,area_1,24.209
2005-02-17 22:00:00,area_1,22.831
2005-02-17 23:00:00,area_1,21.406
2005-02-18 00:00:00,area_1,20.637
2005-02-18 01:00:00,area_1,20.673
2005-02-18 02:00:00,area_1,21.212
2005-02-18 03:00:00,area_1,21.864
2005-02-18 04:00:00,area_1,23.386
2005-02-18 05:00:00,area_1,26.267
2005-02-18 06:00:00,area_1,30.048
2005-02-18 07:00:00,area_1,30.748
2005-02-18 08:00:00,area_1,26.797
2005-02-18 09:00:00,area_1,24.063
2005-02-18 10:00:00,area_1,22.109
2005-02-18 11:00:00,area_1,20.902
2005-02-18 12:00:00,area_1,19.757
2005-02-18 13:00:00,area_1,18.977
2005-02-18 14:00:00,area_1,18.099
2005-02-18 15:00:00,area_1,18.078
2005-02-18 16:00:00,area_1,18.762
2005-02-18 17:00:00,area_1,21.238
2005-02-18 18:00:00,area_1,25.077
2005-02-18 19:00:00,area_1,26.07
2005-02-18 20:00:00,area_1,26.374
2005-02-18 21:00:00,area_1,25.726
2005-02-18 22:00:00,area_1,24.36
2005-02-18 23:00:00,area_1,23.794
2005-02-19 00:00:00,area_1,23.584
2005-02-19 01:00:00,area_1,23.96
2005-02-19 02:00:00,area_1,24.516
2005-02-19 03:00:00,area_1,25.25
2005-02-19 04:00:00,area_1,26.194
2005-02-19 05:00:00,area_1,27.565
2005-02-19 06:00:00,area_1,29.888
2005-02-19 07:00:00,area_1,31.927
2005-02-19 08:00:00,area_1,29.719
2005-02-19 09:00:00,area_1,25.828
2005-02-19 10:00:00,area_1,22.631
2005-02-19 11:00:00,area_1,20.32
2005-02-19 12:00:00,area_1,18.533
2005-02-19 13:00:00,area_1,16.725
2005-02-19 14:00:00,area_1,15.861
2005-02-19 15:00:00,area_1,15.599
2005-02-19 16:00:00,area_1,16.171
2005-02-19 17:00:00,area_1,17.717
2005-02-19 18:00:00,area_1,20.312
2005-02-19 19:00:00,area_1,21.421
2005-02-19 20:00:00,area_1,21.552
2005-02-19 21:00:00,area_1,21.102
2005-02-19 22:00:00,area_1,20.445
2005-02-19 23:00:00,area_1,19.432
2005-02-20 00:00:00,area_1,18.685
2005-02-20 01:00:00,area_1,18.537
2005-02-20 02:00:00,area_1,18.339
2005-02-20 03:00:00,area_1,18.396
2005-02-20 04:00:00,area_1,18.473
2005-02-20 05:00:00,area_1,19.241
2005-02-20 06:00:00,area_1,20.61
2005-02-20 07:00:00,area_1,22.83
2005-02-20 08:00:00,area_1,25.084
2005-02-20 09:00:00,area_1,24.734
2005-02-20 10:00:00,area_1,23.33
2005-02-20 11:00:00,area_1,21.353
2005-02-20 12:00:00,area_1,20.587
2005-02-20 13:00:00,area_1,20.417
2005-02-20 14:00:00,area_1,20.214
2005-02-20 15:00:00,area_1,20.283
2005-02-20 16:00:00,area_1,21.218
2005-02-20 17:00:00,area_1,22.469
2005-02-20 18:00:00,area_1,23.914
2005-02-20 19:00:00,area_1,24.122
2005-02-20 20:00:00,area_1,23.599
2005-02-20 21:00:00,area_1,22.346
2005-02-20 22:00:00,area_1,21.497
2005-02-20 23:00:00,area_1,20.338
2005-02-21 00:00:00,area_1,19.119
2005-02-21 01:00:00,area_1,18.879
2005-02-21 02:00:00,area_1,18.846
2005-02-21 03:00:00,area_1,18.061
2005-02-21 04:00:00,area_1,18.312
2005-02-21 05:00:00,area_1,19.684
2005-02-21 06:00:00,area_1,22.493
2005-02-21 07:00:00,area_1,23.69
2005-02-21 08:00:00,area_1,22.109
2005-02-21 09:00:00,area_1,20.803
2005-02-21 10:00:00,area_1,19.501
2005-02-21 11:00:00,area_1,18.267
2005-02-21 12:00:00,area_1,16.77
2005-02-21 13:00:00,area_1,15.409
2005-02-21 14:00:00,area_1,14.132
2005-02-21 15:00:00,area_1,14.511
2005-02-21 16:00:00,area_1,15.653
2005-02-21 17:00:00,area_1,17.099
2005-02-21 18:00:00,area_1,18.803
2005-02-21 19:00:00,area_1,19.581
2005-02-21 20:00:00,area_1,18.864
2005-02-21 21:00:00,area_1,17.741
2005-02-21 22:00:00,area_1,15.961
2005-02-21 23:00:00,area_1,14.801
2005-02-22 00:00:00,area_1,13.933
2005-02-22 01:00:00,area_1,14.29
2005-02-22 02:00:00,area_1,14.685
2005-02-22 03:00:00,area_1,15.079
2005-02-22 04:00:00,area_1,16.147
2005-02-22 05:00:00,area_1,18.51
2005-02-22 06:00:00,area_1,21.892
2005-02-22 07:00:00,area_1,22.241
2005-02-22 08:00:00,area_1,19.338
2005-02-22 09:00:00,area_1,17.405
2005-02-22 10:00:00,area_1,15.67
2005-02-22 11:00:00,area_1,14.486
2005-02-22 12:00:00,area_1,13.634
2005-02-22 13:00:00,area_1,13.243
2005-02-22 14:00:00,area_1,12.737
2005-02-22 15:00:00,area_1,12.692
2005-02-22 16:00:00,area_1,13.257
2005-02-22 17:00:00,area_1,14.622
2005-02-22 18:00:00,area_1,17.129
2005-02-22 19:00:00,area_1,18.149
2005-02-22 20:00:00,area_1,17.856
2005-02-22 21:00:00,area_1,17.071
2005-02-22 22:00:00,area_1,15.669
2005-02-22 23:00:00,area_1,14.746
2005-02-23 00:00:00,area_1,14.387
2005-02-23 01:00:00,area_1,14.559
2005-02-23 02:00:00,area_1,14.948
2005-02-23 03:00:00,area_1,15.236
2005-02-23 04:00:00,area_1,16.426
2005-02-23 05:00:00,area_1,18.943
2005-02-23 06:00:00,area_1,22.56
2005-02-23 07:00:00,area_1,23.168
2005-02-23 08:00:00,area_1,20.053
2005-02-23 09:00:00,area_1,17.701
2005-02-23 10:00:00,area_1,16.236
2005-02-23 11:00:00,area_1,14.875
2005-02-23 12:00:00,area_1,13.962
2005-02-23 13:00:00,area_1,13.63
2005-02-23 14:00:00,area_1,13.013
2005-02-23 15:00:00,area_1,12.944
2005-02-23 16:00:00,area_1,13.707
2005-02-23 17:00:00,area_1,14.851
2005-02-23 18:00:00,area_1,17.8
2005-02-23 19:00:00,area_1,19.296
2005-02-23 20:00:00,area_1,19.333
2005-02-23 21:00:00,area_1,18.845
2005-02-23 22:00:00,area_1,17.542
2005-02-23 23:00:00,area_1,16.477
2005-02-24 00:00:00,area_1,16.211
2005-02-24 01:00:00,area_1,16.274
2005-02-24 02:00:00,area_1,16.373
2005-02-24 03:00:00,area_1,16.659
2005-02-24 04:00:00,area_1,17.436
2005-02-24 05:00:00,area_1,20.112
2005-02-24 06:00:00,area_1,23.207
2005-02-24 07:00:00,area_1,25.315
2005-02-24 08:00:00,area_1,25.696
2005-02-24 09:00:00,area_1,25.877
2005-02-24 10:00:00,area_1,25.882
2005-02-24 11:00:00,area_1,25.896
2005-02-24 12:00:00,area_1,25.478
2005-02-24 13:00:00,area_1,25.398
2005-02-24 14:00:00,area_1,25.159
2005-02-24 15:00:00,area_1,25.339
2005-02-24 16:00:00,area_1,26.055
2005-02-24 17:00:00,area_1,27.168
2005-02-24 18:00:00,area_1,27.982
2005-02-24 19:00:00,area_1,27.971
2005-02-24 20:00:00,area_1,27.103
2005-02-24 21:00:00,area_1,25.783
2005-02-24 22:00:00,area_1,23.822
2005-02-24 23:00:00,area_1,22.285
2005-02-25 00:00:00,area_1,21.335
2005-02-25 01:00:00,area_1,21.288
2005-02-25 02:00:00,area_1,21.754
2005-02-25 03:00:00,area_1,22.21
2005-02-25 04:00:00,area_1,23.228
2005-02-25 05:00:00,area_1,25.544
2005-02-25 06:00:00,area_1,28.234
2005-02-25 07:00:00,area_1,29.139
2005-02-25 08:00:00,area_1,27.306
2005-02-25 09:00:00,area_1,24.405
2005-02-25 10:00:00,area_1,21.916
2005-02-25 11:00:00,area_1,20.173
2005-02-25 12:00:00,area_1,18.217
2005-02-25 13:00:00,area_1,16.817
2005-02-25 14:00:00,area_1,15.573
2005-02-25 15:00:00,area_1,15.427
2005-02-25 16:00:00,area_1,16.301
2005-02-25 17:00:00,area_1,18.435
2005-02-25 18:00:00,area_1,21.744
2005-02-25 19:00:00,area_1,22.852
2005-02-25 20:00:00,area_1,23.526
2005-02-25 21:00:00,area_1,23.708
2005-02-25 22:00:00,area_1,22.913
2005-02-25 23:00:00,area_1,22.524
2005-02-26 00:00:00,area_1,22.341
2005-02-26 01:00:00,area_1,22.528
2005-02-26 02:00:00,area_1,23.211
2005-02-26 03:00:00,area_1,24.167
2005-02-26 04:00:00,area_1,25.019
2005-02-26 05:00:00,area_1,26.388
2005-02-26 06:00:00,area_1,28.105
2005-02-26 07:00:00,area_1,29.663
2005-02-26 08:00:00,area_1,27.517
2005-02-26 09:00:00,area_1,24.078
2005-02-26 10:00:00,area_1,20.96
2005-02-26 11:00:00,area_1,18.344
2005-02-26 12:00:00,area_1,16.784
2005-02-26 13:00:00,area_1,15.493
2005-02-26 14:00:00,area_1,14.723
2005-02-26 15:00:00,area_1,14.194
2005-02-26 16:00:00,area_1,14.627
2005-02-26 17:00:00,area_1,15.811
2005-02-26 18:00:00,area_1,17.951
2005-02-26 19:00:00,area_1,19.44
2005-02-26 20:00:00,area_1,19.637
2005-02-26 21:00:00,area_1,20.05
2005-02-26 22:00:00,area_1,19.814
2005-02-26 23:00:00,area_1,19.316
2005-02-27 00:00:00,area_1,18.954
2005-02-27 01:00:00,area_1,19.614
2005-02-27 02:00:00,area_1,20.382
2005-02-27 03:00:00,area_1,21.074
2005-02-27 04:00:00,area_1,21.944
2005-02-27 05:00:00,area_1,23.154
2005-02-27 06:00:00,area_1,24.487
2005-02-27 07:00:00,area_1,26.953
2005-02-27 08:00:00,area_1,27.58
2005-02-27 09:00:00,area_1,26.37
2005-02-27 10:00:00,area_1,23.531
2005-02-27 11:00:00,area_1,21.217
2005-02-27 12:00:00,area_1,19.817
2005-02-27 13:00:00,area_1,18.602
2005-02-27 14:00:00,area_1,17.7
2005-02-27 15:00:00,area_1,18.204
2005-02-27 16:00:00,area_1,19.306
2005-02-27 17:00:00,area_1,20.742
2005-02-27 18:00:00,area_1,22.138
2005-02-27 19:00:00,area_1,23.074
2005-02-27 20:00:00,area_1,22.722
2005-02-27 21:00:00,area_1,21.723
2005-02-27 22:00:00,area_1,21.005
2005-02-27 23:00:00,area_1,20.481
2005-02-28 00:00:00,area_1,20.416
2005-02-28 01:00:00,area_1,21.08
2005-02-28 02:00:00,area_1,21.856
2005-02-28 03:00:00,area_1,22.451
2005-02-28 04:00:00,area_1,23.748
2005-02-28 05:00:00,area_1,25.491
2005-02-28 06:00:00,area_1,27.635
2005-02-28 07:00:00,area_1,28.479
2005-02-28 08:00:00,area_1,28.59
2005-02-28 09:00:00,area_1,28.443
2005-02-28 10:00:00,area_1,28.366
2005-02-28 11:00:00,area_1,27.814
2005-02-28 12:00:00,area_1,26.817
2005-02-28 13:00:00,area_1,25.313
2005-02-28 14:00:00,area_1,24.089
2005-02-28 15:00:00,area_1,24.031
